base_id,variant_id,variant_index,domain,requirement_text,smells,applied_rules
B-010,B-010-S08,8,Disputes Management System,If the described condition occurs.,"[""language_error_or_grammar_issue"", ""loophole_or_open_ended"", ""missing_imperative_verb"", ""missing_system_response""]","[""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only""]"
B-011,B-011-S01,1,Event Management System,"The system shall allow an authorized user to create a new event with name, start date, start time, and location within 5.","[""missing_unit_of_measurement""]","[""missing_unit_of_measurement:add_bare_number""]"
B-011,B-011-S02,2,Event Management System,"The system shall allow an authorized user to create a new event with name, start date, start time, and location and shall not allow unauthorized access and send a notification email to the administrator.","[""negative_formulation"", ""non_atomic_requirement""]","[""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action""]"
B-011,B-011-S03,3,Event Management System,"Validate input, log the error, send a notification, restart the service.","[""non_verifiable_qualifier"", ""overuse_imperative_form""]","[""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list""]"
B-011,B-011-S04,4,Event Management System,The system shall be allow an authorized user to create a new event with name start date start time and location including user identifier timestamp action etc..,"[""partial_content_or_incomplete_enumeration"", ""passive_voice"", ""punctuation_issue""]","[""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:system_shall_be_pattern"", ""punctuation_issue:remove_commas_and_double_period""]"
B-011,B-011-S05,5,Event Management System,"The system shall allow an authorized user to create a new event with name, start date, start time, and location for a large number of users through a user-friendly and intuitive interface using the best and more secure method.","[""quantifier_without_unit_or_range"", ""subjective_language"", ""superlative_or_comparative_without_reference""]","[""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method""]"
B-011,B-011-S06,6,Event Management System,Lock account.,"[""too_long_sentence"", ""too_many_dependencies_or_versions"", ""too_short_sentence""]","[""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment""]"
B-011,B-011-S07,7,Event Management System,"The system shall allow an authorized user to create a new event with name, start date, start time, and location and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate and this shall be handled later.","[""undefined_term"", ""unreadable_structure"", ""vague_or_implicit_terms"", ""vague_pronoun_or_reference""]","[""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference""]"
B-011,B-011-S08,8,Event Management System,"The system may allow an authorized user to create a new event with name, start date, start time, and location according to internal policies KYC AML and PCI DSS and display the message on screens if possible as specified in section 2.1.3.4.2.1 of the design document.","[""acronym_overuse_or_abbrev"", ""ambiguous_plurality"", ""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue""]","[""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference""]"
B-012,B-012-S01,1,Event Management System,The system shall display all upcoming events ordered by start date and start time using a PostgreSQL database and a React-based web interface.,"[""design_or_implementation_detail""]","[""design_or_implementation_detail:add_tech_stack""]"
B-012,B-012-S02,2,Event Management System,The system shall display all upcoming events ordered by start date and start time in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance.,"[""domain_term_imbalance"", ""embedded_rationale_or_justification""]","[""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to""]"
B-012,B-012-S03,3,Event Management System,The system shall display all upcoming events ordered by start date and start time and behaves in the same way as described above so that all relevant stakeholders are notified appropriately.,"[""excessive_or_insufficient_coupling"", ""implicit_requirement""]","[""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification""]"
B-012,B-012-S04,4,Event Management System,"After processing is complete, The system.","[""incomplete_reference_or_condition"", ""incomplete_requirement"", ""incorrect_or_confusing_order""]","[""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause""]"
B-012,B-012-S05,5,Event Management System,The system will display all upcoming events ordered by start date and start time for at least a short period of time.,"[""language_error_or_grammar_issue"", ""loophole_or_open_ended"", ""missing_imperative_verb""]","[""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall""]"
B-012,B-012-S06,6,Event Management System,If the described condition occurs within 5 and shall not allow unauthorized access.,"[""missing_system_response"", ""missing_unit_of_measurement"", ""negative_formulation""]","[""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow""]"
B-012,B-012-S07,7,Event Management System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc..","[""non_atomic_requirement"", ""non_verifiable_qualifier"", ""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration""]","[""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list""]"
B-012,B-012-S08,8,Event Management System,The system shall be display all upcoming events ordered by start date and start time. for a large number of users through a user-friendly and intuitive interface.,"[""passive_voice"", ""punctuation_issue"", ""quantifier_without_unit_or_range"", ""subjective_language""]","[""passive_voice:system_shall_be_pattern"", ""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface""]"
B-013,B-013-S01,1,Event Management System,The system shall allow a user to view detailed information for a selected event including description and organizer name using the best and more secure method.,"[""superlative_or_comparative_without_reference""]","[""superlative_or_comparative_without_reference:add_best_method""]"
B-013,B-013-S02,2,Event Management System,"The system shall allow a user to view detailed information for a selected event including description and organizer name and then the system shall log the operation in the audit trail and then the system shall update the internal statistics as defined in REQ-101, REQ-204, REQ-305, and REQ-409.","[""too_long_sentence"", ""too_many_dependencies_or_versions""]","[""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs""]"
B-013,B-013-S03,3,Event Management System,Lock account and update the internal Compliance Index.,"[""too_short_sentence"", ""undefined_term""]","[""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index""]"
B-013,B-013-S04,4,Event Management System,"The system shall allow a user to view detailed information for a selected event including description and organizer name which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate and this shall be handled later.","[""unreadable_structure"", ""vague_or_implicit_terms"", ""vague_pronoun_or_reference""]","[""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference""]"
